ID_cliente;genero;escolaridade;idade;estado_civil;id_estado;sigla;estado;regiao;pais;tipo_transacao_mais_frequente;tolerancia_risco;valor_investido;valor_investido_acoes;valor_investido_fii;valor_investido_dolar;valor_investido_renda_fixa;perfil
359;Feminino;Ensino Médio;50.0;Viúvo;11;MT;Mato Grosso;Centro-Oeste;Brasil;Pagamentos;Baixa;752844;49405;320547;165943;216949;Conservador
360;Masculino;Ensino Médio;66.0;Viúvo;20;RN;Rio Grande do Norte;Nordeste;Brasil;Investimentos;Moderado;730873;460632;188738;40427;41076;Arrojado
361;Feminino;Pós-graduação;20.0;Divorciado;23;RR;Roraima;Norte;Brasil;Pagamentos;Moderado;409962;335934;51287;18388;4353;Arrojado
362;Masculino;Graduação;63.0;Solteiro;24;SC;Santa Catarina;Sul;Brasil;Transferências;Baixa;614313;43944;96866;102500;371003;Conservador
363;Masculino;Ensino Médio;37.0;Viúvo;19;RJ;Rio de Janeiro;Sudeste;Brasil;Pagamentos;Alta;326910;116154;205401;2452;2903;Arrojado
364;Feminino;Graduação;46.0;Solteiro;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Investimentos;Alta;499582;77455;313348;68177;40602;Arrojado
365;Masculino;Ensino Médio;25.0;Viúvo;7;DF;Distrito Federal;Centro-Oeste;Brasil;Transferências;Moderado;62064;51868;5832;2112;2252;Arrojado
366;Masculino;Graduação;67.0;Solteiro;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Baixa;286040;16615;159192;88624;21609;Conservador
367;Masculino;Ensino Médio;43.0;Divorciado;26;SE;Sergipe;Nordeste;Brasil;Pagamentos;Baixa;305474;104531;132423;11966;56554;Conservador
368;Feminino;Pós-graduação;51.0;Solteiro;3;AP;Amapá;Norte;Brasil;Transferências;Baixa;357623;197139;26096;13486;120902;Conservador
369;Masculino;Ensino Médio;54.0;Viúvo;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Investimentos;Alta;963944;736969;66454;126081;34440;Arrojado
370;Masculino;Pós-graduação;54.0;Solteiro;17;PE;Pernambuco;Nordeste;Brasil;Investimentos;Alta;136915;97520;12577;9518;17300;Arrojado
371;Masculino;Pós-graduação;21.0;Solteiro;9;GO;Goiás;Centro-Oeste;Brasil;Pagamentos;Baixa;476795;57838;263178;13775;142004;Conservador
372;Masculino;Graduação;35.0;Viúvo;21;RS;Rio Grande do Sul;Sul;Brasil;Investimentos;Alta;818617;816428;2041;120;28;Arrojado
373;Masculino;Ensino Médio;54.0;Casado;26;SE;Sergipe;Nordeste;Brasil;Pagamentos;Alta;189704;137349;31029;15516;5810;Arrojado
374;Masculino;Ensino Médio;21.0;Viúvo;26;SE;Sergipe;Nordeste;Brasil;Investimentos;Alta;120458;90792;24679;41;4946;Arrojado
375;Feminino;Ensino Médio;65.0;Divorciado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Alta;940328;794065;100555;29846;15862;Arrojado
376;Feminino;Ensino Médio;42.0;Casado;4;AM;Amazonas;Norte;Brasil;Pagamentos;Moderado;157008;76087;53883;8674;18364;Moderado
377;Masculino;Graduação;66.0;Viúvo;21;RS;Rio Grande do Sul;Sul;Brasil;Investimentos;Moderado;762756;305048;280695;131854;45159;Moderado
378;Feminino;Graduação;48.0;Viúvo;11;MT;Mato Grosso;Centro-Oeste;Brasil;Transferências;Moderado;955780;563291;201671;134845;55973;Moderado
379;Feminino;Pós-graduação;18.0;Viúvo;3;AP;Amapá;Norte;Brasil;Pagamentos;Moderado;42863;21637;592;12253;8381;Moderado
380;Feminino;Pós-graduação;44.33266533066132;Viúvo;19;RJ;Rio de Janeiro;Sudeste;Brasil;Pagamentos;Baixa;844712;304791;370321;53834;115766;Conservador
381;Masculino;Graduação;27.0;Viúvo;17;PE;Pernambuco;Nordeste;Brasil;Investimentos;Alta;392220;308998;21997;18310;42915;Arrojado
382;Feminino;Pós-graduação;23.0;Divorciado;14;PA;Pará;Norte;Brasil;Pagamentos;Moderado;215505;138458;31332;40737;4978;Arrojado
383;Feminino;Graduação;41.0;Viúvo;16;PR;Paraná;Sul;Brasil;Investimentos;Alta;648269;505656;118;39939;102556;Arrojado
384;Feminino;Pós-graduação;56.0;Viúvo;5;BA;Bahia;Nordeste;Brasil;Transferências;Moderado;263303;123934;108707;12000;18662;Moderado
385;Masculino;Pós-graduação;18.0;Divorciado;24;SC;Santa Catarina;Sul;Brasil;Transferências;Moderado;94211;44094;6517;17059;26541;Moderado
386;Feminino;Ensino Médio;38.0;Casado;16;PR;Paraná;Sul;Brasil;Pagamentos;Moderado;962735;473263;309348;150579;29545;Moderado
387;Masculino;Graduação;65.0;Viúvo;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Investimentos;Alta;493311;470805;20495;1754;257;Arrojado
388;Feminino;Ensino Médio;60.0;Solteiro;21;RS;Rio Grande do Sul;Sul;Brasil;Pagamentos;Moderado;339253;162491;81361;12730;82671;Moderado
389;Feminino;Pós-graduação;64.0;Casado;7;DF;Distrito Federal;Centro-Oeste;Brasil;Investimentos;Alta;492975;304114;47810;82509;58542;Arrojado
390;Masculino;Ensino Médio;20.0;Casado;18;PI;Piauí;Nordeste;Brasil;Transferências;Alta;314868;220280;14188;49372;31028;Arrojado
391;Masculino;Pós-graduação;43.0;Viúvo;19;RJ;Rio de Janeiro;Sudeste;Brasil;Transferências;Moderado;455409;440760;9327;3141;2181;Arrojado
392;Feminino;Pós-graduação;56.0;Divorciado;9;GO;Goiás;Centro-Oeste;Brasil;Transferências;Moderado;765594;387369;78900;79053;220272;Moderado
393;Feminino;Graduação;42.0;Solteiro;1;AC;Acre;Norte;Brasil;Transferências;Alta;303244;231437;50568;12272;8967;Arrojado
394;Feminino;Ensino Médio;66.0;Solteiro;21;RS;Rio Grande do Sul;Sul;Brasil;Transferências;Moderado;378885;149426;22492;1586;205381;Conservador
395;Feminino;Graduação;24.0;Divorciado;6;CE;Ceará;Nordeste;Brasil;Investimentos;Baixa;638362;18893;326776;209371;83322;Conservador
396;Feminino;Pós-graduação;22.0;Divorciado;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Baixa;651774;45361;139055;77097;390261;Conservador
397;Feminino;Graduação;39.0;Divorciado;22;RO;Rondônia;Norte;Brasil;Investimentos;Alta;289225;248972;24384;9116;6753;Arrojado
398;Masculino;Ensino Médio;30.0;Casado;21;RS;Rio Grande do Sul;Sul;Brasil;Pagamentos;Alta;942081;843670;79558;15616;3237;Arrojado
399;Feminino;Graduação;29.0;Divorciado;2;AL;Alagoas;Nordeste;Brasil;Pagamentos;Alta;377688;340494;19231;16780;1183;Arrojado
400;Feminino;Graduação;44.0;Viúvo;26;SE;Sergipe;Nordeste;Brasil;Investimentos;Alta;473747;303888;162306;832;6721;Arrojado
401;Feminino;Graduação;66.0;Viúvo;20;RN;Rio Grande do Norte;Nordeste;Brasil;Investimentos;Moderado;951078;336895;198593;131579;284011;Conservador
402;Masculino;Graduação;24.0;Casado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Transferências;Alta;171932;4350;105949;44492;17141;Arrojado
403;Masculino;Pós-graduação;23.0;Solteiro;16;PR;Paraná;Sul;Brasil;Pagamentos;Moderado;546693;261325;110674;135973;38721;Moderado
404;Feminino;Graduação;48.0;Divorciado;8;ES;Espírito Santo;Sudeste;Brasil;Investimentos;Alta;396281;239642;130788;4902;20949;Arrojado
405;Feminino;Pós-graduação;23.0;Casado;22;RO;Rondônia;Norte;Brasil;Transferências;Alta;436436;321489;98862;12788;3297;Arrojado
406;Feminino;Ensino Médio;19.0;Casado;6;CE;Ceará;Nordeste;Brasil;Transferências;Alta;969645;755548;97725;40942;75430;Arrojado
407;Masculino;Ensino Médio;46.0;Viúvo;9;GO;Goiás;Centro-Oeste;Brasil;Investimentos;Baixa;491487;204040;5852;102187;179408;Conservador
408;Masculino;Graduação;49.0;Casado;13;MG;Minas Gerais;Sudeste;Brasil;Investimentos;Moderado;294333;123760;37757;72997;59819;Moderado
409;Masculino;Graduação;44.0;Solteiro;9;GO;Goiás;Centro-Oeste;Brasil;Pagamentos;Alta;651109;422292;170630;23690;34497;Arrojado
410;Masculino;Graduação;45.0;Solteiro;21;RS;Rio Grande do Sul;Sul;Brasil;Transferências;Baixa;88645;21643;38057;14681;14264;Conservador
411;Feminino;Pós-graduação;70.0;Viúvo;4;AM;Amazonas;Norte;Brasil;Investimentos;Moderado;838278;596535;187075;39067;15601;Arrojado
412;Feminino;Graduação;55.0;Solteiro;10;MA;Maranhão;Nordeste;Brasil;Investimentos;Moderado;925831;298396;247339;169914;210182;Moderado
413;Masculino;Graduação;56.0;Solteiro;1;AC;Acre;Norte;Brasil;Investimentos;Alta;554411;441768;22724;55200;34719;Arrojado
414;Masculino;Graduação;29.0;Divorciado;16;PR;Paraná;Sul;Brasil;Transferências;Moderado;8323;3302;1208;2928;885;Moderado
415;Masculino;Ensino Médio;22.0;Casado;16;PR;Paraná;Sul;Brasil;Investimentos;Alta;558457;369313;33213;117215;38716;Arrojado
416;Feminino;Ensino Médio;65.0;Casado;14;PA;Pará;Norte;Brasil;Transferências;Baixa;320278;64275;53440;92458;110105;Conservador
417;Feminino;Ensino Médio;59.0;Solteiro;22;RO;Rondônia;Norte;Brasil;Pagamentos;Alta;576326;545513;30607;158;48;Arrojado
418;Masculino;Graduação;29.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Transferências;Moderado;91085;3548;76315;4538;6684;Arrojado
419;Masculino;Pós-graduação;65.0;Solteiro;9;GO;Goiás;Centro-Oeste;Brasil;Transferências;Alta;95811;86080;1846;4153;3732;Arrojado
420;Masculino;Graduação;61.0;Divorciado;10;MA;Maranhão;Nordeste;Brasil;Transferências;Moderado;373113;91034;45957;51119;185003;Conservador
421;Feminino;Graduação;23.0;Viúvo;16;PR;Paraná;Sul;Brasil;Investimentos;Alta;298124;186048;79542;16159;16375;Arrojado
422;Feminino;Graduação;51.0;Divorciado;24;SC;Santa Catarina;Sul;Brasil;Investimentos;Moderado;265779;128655;25865;84101;27158;Moderado
423;Masculino;Graduação;24.0;Solteiro;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Baixa;11434;1488;5810;716;3420;Conservador
424;Masculino;Pós-graduação;39.0;Viúvo;7;DF;Distrito Federal;Centro-Oeste;Brasil;Transferências;Alta;904651;567912;1345;213432;121962;Arrojado
425;Masculino;Pós-graduação;29.0;Viúvo;14;PA;Pará;Norte;Brasil;Pagamentos;Moderado;378249;148334;179693;12908;37314;Conservador
426;Masculino;Pós-graduação;27.0;Divorciado;8;ES;Espírito Santo;Sudeste;Brasil;Transferências;Alta;426981;6374;108000;278921;33686;Arrojado
427;Masculino;Pós-graduação;38.0;Casado;10;MA;Maranhão;Nordeste;Brasil;Transferências;Baixa;680086;38658;394227;40488;206713;Conservador
428;Masculino;Pós-graduação;44.59342915811088;Divorciado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Investimentos;Baixa;471532;164397;32315;45397;229423;Conservador
429;Feminino;Pós-graduação;46.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Investimentos;Alta;406201;60747;320524;16644;8286;Arrojado
430;Masculino;Ensino Médio;60.0;Viúvo;8;ES;Espírito Santo;Sudeste;Brasil;Pagamentos;Baixa;716102;289820;308051;68148;50083;Conservador
431;Masculino;Pós-graduação;57.0;Casado;2;AL;Alagoas;Nordeste;Brasil;Transferências;Moderado;802764;388345;289024;29085;96310;Moderado
432;Feminino;Ensino Médio;40.0;Solteiro;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Investimentos;Baixa;503424;60956;151654;161732;129082;Conservador
433;Masculino;Graduação;18.0;Solteiro;3;AP;Amapá;Norte;Brasil;Pagamentos;Alta;678367;153782;522929;1227;429;Arrojado
434;Masculino;Ensino Médio;49.0;Solteiro;20;RN;Rio Grande do Norte;Nordeste;Brasil;Investimentos;Moderado;998607;205944;699213;11673;81777;Arrojado
435;Masculino;Pós-graduação;41.0;Viúvo;2;AL;Alagoas;Nordeste;Brasil;Pagamentos;Moderado;148695;83929;42868;15540;6358;Moderado
436;Masculino;Ensino Médio;22.0;Viúvo;10;MA;Maranhão;Nordeste;Brasil;Investimentos;Alta;564263;353256;169206;25627;16174;Arrojado
437;Feminino;Ensino Médio;58.0;Casado;7;DF;Distrito Federal;Centro-Oeste;Brasil;Investimentos;Alta;349463;211723;46703;75761;15276;Arrojado
438;Feminino;Ensino Médio;44.0;Casado;8;ES;Espírito Santo;Sudeste;Brasil;Transferências;Alta;761377;578682;71488;5005;106202;Arrojado
439;Feminino;Graduação;59.0;Casado;14;PA;Pará;Norte;Brasil;Investimentos;Moderado;165439;34888;5290;89783;35478;Moderado
440;Feminino;Graduação;43.0;Casado;8;ES;Espírito Santo;Sudeste;Brasil;Investimentos;Alta;90353;71389;8091;9767;1106;Arrojado
441;Masculino;Graduação;57.0;Solteiro;16;PR;Paraná;Sul;Brasil;Pagamentos;Alta;63426;13310;49898;127;91;Arrojado
442;Masculino;Graduação;63.0;Casado;14;PA;Pará;Norte;Brasil;Transferências;Moderado;856248;42198;741785;8563;63702;Arrojado
443;Masculino;Pós-graduação;67.0;Solteiro;23;RR;Roraima;Norte;Brasil;Investimentos;Alta;291231;250806;2111;18347;19967;Arrojado
444;Feminino;Ensino Médio;54.0;Solteiro;7;DF;Distrito Federal;Centro-Oeste;Brasil;Transferências;Moderado;855344;121432;212423;307472;214017;Moderado
445;Feminino;Pós-graduação;68.0;Casado;22;RO;Rondônia;Norte;Brasil;Investimentos;Moderado;979202;558446;331230;59018;30508;Moderado
446;Feminino;Pós-graduação;46.0;Viúvo;24;SC;Santa Catarina;Sul;Brasil;Investimentos;Moderado;819541;125243;143514;315875;234909;Moderado
447;Masculino;Pós-graduação;53.0;Divorciado;25;SP;São Paulo;Sudeste;Brasil;Transferências;Moderado;858011;455069;217530;160516;24896;Moderado
448;Masculino;Ensino Médio;67.0;Divorciado;21;RS;Rio Grande do Sul;Sul;Brasil;Investimentos;Alta;32075;23886;3485;4406;298;Arrojado
449;Masculino;Pós-graduação;22.0;Casado;25;SP;São Paulo;Sudeste;Brasil;Transferências;Moderado;602094;245319;111671;215029;30075;Moderado
450;Masculino;Ensino Médio;62.0;Divorciado;25;SP;São Paulo;Sudeste;Brasil;Transferências;Alta;362732;284622;32266;24945;20899;Arrojado
451;Feminino;Ensino Médio;21.0;Casado;25;SP;São Paulo;Sudeste;Brasil;Pagamentos;Alta;541449;349425;84589;82664;24771;Arrojado
452;Masculino;Ensino Médio;56.0;Divorciado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Transferências;Moderado;392657;225823;76117;813;89904;Moderado
453;Feminino;Ensino Médio;52.0;Solteiro;25;SP;São Paulo;Sudeste;Brasil;Transferências;Alta;825126;792962;15346;13768;3050;Arrojado
454;Feminino;Ensino Médio;58.0;Casado;14;PA;Pará;Norte;Brasil;Investimentos;Baixa;375240;9332;199935;144372;21601;Conservador
455;Masculino;Graduação;37.0;Solteiro;16;PR;Paraná;Sul;Brasil;Pagamentos;Alta;47849;40154;672;3087;3936;Arrojado
456;Feminino;Graduação;44.0;Divorciado;21;RS;Rio Grande do Sul;Sul;Brasil;Transferências;Moderado;7417;2747;3259;0;1411;Conservador
457;Feminino;Ensino Médio;67.0;Casado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Pagamentos;Alta;644803;479228;44638;112382;8555;Arrojado
458;Masculino;Ensino Médio;43.0;Solteiro;20;RN;Rio Grande do Norte;Nordeste;Brasil;Pagamentos;Baixa;113528;29110;48771;23768;11879;Conservador
459;Masculino;Ensino Médio;29.0;Viúvo;10;MA;Maranhão;Nordeste;Brasil;Investimentos;Alta;196650;40640;150652;3407;1951;Arrojado
460;Feminino;Pós-graduação;24.0;Solteiro;19;RJ;Rio de Janeiro;Sudeste;Brasil;Investimentos;Moderado;691019;355920;80322;65955;188822;Moderado
461;Masculino;Graduação;60.0;Solteiro;15;PB;Paraíba;Nordeste;Brasil;Transferências;Baixa;659149;44304;374487;186260;54098;Conservador
462;Masculino;Pós-graduação;21.0;Casado;23;RR;Roraima;Norte;Brasil;Transferências;Baixa;527113;30603;172699;207122;116689;Conservador
463;Feminino;Graduação;53.0;Casado;2;AL;Alagoas;Nordeste;Brasil;Investimentos;Alta;89722;66582;14814;2065;6261;Arrojado
464;Masculino;Graduação;46.0;Viúvo;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Investimentos;Alta;315706;208317;7646;65562;34181;Arrojado
465;Masculino;Graduação;54.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Pagamentos;Alta;589959;435132;106683;6210;41934;Arrojado
466;Masculino;Ensino Médio;62.0;Solteiro;22;RO;Rondônia;Norte;Brasil;Investimentos;Alta;87032;52552;134;25717;8629;Arrojado
467;Masculino;Pós-graduação;65.0;Viúvo;24;SC;Santa Catarina;Sul;Brasil;Pagamentos;Moderado;702662;167094;35889;357338;142341;Moderado
468;Masculino;Pós-graduação;30.0;Casado;1;AC;Acre;Norte;Brasil;Pagamentos;Alta;709502;12130;628285;1025;68062;Arrojado
469;Feminino;Pós-graduação;44.0;Casado;5;BA;Bahia;Nordeste;Brasil;Transferências;Alta;195799;176230;5149;10089;4331;Arrojado
470;Feminino;Ensino Médio;65.0;Casado;18;PI;Piauí;Nordeste;Brasil;Investimentos;Baixa;882538;339456;377355;89108;76619;Conservador
471;Feminino;Pós-graduação;42.0;Solteiro;4;AM;Amazonas;Norte;Brasil;Pagamentos;Baixa;234844;56424;119302;24507;34611;Conservador
472;Feminino;Graduação;63.0;Casado;8;ES;Espírito Santo;Sudeste;Brasil;Transferências;Baixa;424987;83035;245670;2206;94076;Conservador
473;Feminino;Graduação;49.0;Solteiro;6;CE;Ceará;Nordeste;Brasil;Transferências;Moderado;487451;286509;150088;35313;15541;Moderado
474;Masculino;Ensino Médio;38.0;Divorciado;4;AM;Amazonas;Norte;Brasil;Investimentos;Moderado;77313;40229;9549;4044;23491;Conservador
475;Feminino;Graduação;44.0;Casado;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Alta;372500;25128;237173;10063;100136;Arrojado
476;Feminino;Graduação;67.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Pagamentos;Alta;860672;107443;519164;15508;218557;Arrojado
477;Feminino;Graduação;33.0;Casado;7;DF;Distrito Federal;Centro-Oeste;Brasil;Investimentos;Alta;787214;701270;12026;66201;7717;Arrojado
478;Masculino;Pós-graduação;42.0;Solteiro;24;SC;Santa Catarina;Sul;Brasil;Investimentos;Alta;860513;710355;51328;77183;21647;Arrojado
479;Masculino;Graduação;44.59342915811088;Solteiro;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Alta;205207;157543;12647;19837;15180;Arrojado
480;Masculino;Graduação;45.0;Casado;19;RJ;Rio de Janeiro;Sudeste;Brasil;Investimentos;Moderado;755374;344651;282920;36133;91670;Moderado
481;Feminino;Pós-graduação;50.0;Solteiro;3;AP;Amapá;Norte;Brasil;Pagamentos;Moderado;779177;440093;86454;100015;152615;Moderado
482;Feminino;Graduação;49.0;Solteiro;5;BA;Bahia;Nordeste;Brasil;Pagamentos;Baixa;874220;286424;95075;207100;285621;Conservador
483;Masculino;Ensino Médio;32.0;Divorciado;5;BA;Bahia;Nordeste;Brasil;Investimentos;Alta;593570;431898;59840;83975;17857;Arrojado
484;Feminino;Graduação;29.0;Viúvo;23;RR;Roraima;Norte;Brasil;Transferências;Baixa;551756;58542;187953;204235;101026;Conservador
485;Feminino;Ensino Médio;43.0;Viúvo;8;ES;Espírito Santo;Sudeste;Brasil;Transferências;Alta;756080;673893;67057;3823;11307;Arrojado
486;Feminino;Pós-graduação;64.0;Casado;1;AC;Acre;Norte;Brasil;Investimentos;Moderado;694630;68697;140122;162027;323784;Conservador
487;Feminino;Graduação;57.0;Divorciado;14;PA;Pará;Norte;Brasil;Pagamentos;Alta;422742;379472;25452;14560;3258;Arrojado
488;Masculino;Ensino Médio;50.0;Viúvo;22;RO;Rondônia;Norte;Brasil;Pagamentos;Moderado;832064;7426;233644;404318;186676;Conservador
489;Feminino;Pós-graduação;22.0;Solteiro;26;SE;Sergipe;Nordeste;Brasil;Pagamentos;Moderado;982830;33239;666483;84763;198345;Arrojado
490;Masculino;Pós-graduação;52.0;Divorciado;14;PA;Pará;Norte;Brasil;Pagamentos;Moderado;158219;21005;9895;46023;81296;Conservador
491;Masculino;Graduação;36.0;Viúvo;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Investimentos;Alta;889351;607351;8917;255717;17366;Arrojado
492;Feminino;Graduação;59.0;Divorciado;23;RR;Roraima;Norte;Brasil;Investimentos;Alta;947580;923002;23616;624;338;Arrojado
493;Masculino;Graduação;28.0;Divorciado;16;PR;Paraná;Sul;Brasil;Investimentos;Baixa;912045;269315;23849;156297;462584;Conservador
494;Feminino;Ensino Médio;32.0;Solteiro;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Baixa;372270;142916;171115;5947;52292;Conservador
495;Feminino;Pós-graduação;60.0;Viúvo;13;MG;Minas Gerais;Sudeste;Brasil;Investimentos;Moderado;487315;269601;45472;162880;9362;Moderado
496;Masculino;Ensino Médio;42.0;Viúvo;27;TO;Tocantins;Norte;Brasil;Investimentos;Baixa;899010;36279;529315;109695;223721;Conservador
497;Masculino;Graduação;23.0;Viúvo;15;PB;Paraíba;Nordeste;Brasil;Transferências;Baixa;692869;55568;344227;141818;151256;Conservador
498;Masculino;Ensino Médio;26.0;Divorciado;23;RR;Roraima;Norte;Brasil;Transferências;Baixa;240742;102229;55698;1210;81605;Conservador
499;Masculino;Pós-graduação;29.0;Casado;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Alta;761014;38229;613482;10761;98542;Arrojado
500;Masculino;Pós-graduação;36.0;Divorciado;13;MG;Minas Gerais;Sudeste;Brasil;Investimentos;Alta;480560;370419;85705;11428;13008;Arrojado
501;Masculino;Pós-graduação;57.0;Casado;21;RS;Rio Grande do Sul;Sul;Brasil;Pagamentos;Alta;368608;284443;59167;7311;17687;Arrojado
502;Feminino;Pós-graduação;48.0;Solteiro;13;MG;Minas Gerais;Sudeste;Brasil;Transferências;Alta;744354;567788;121042;54471;1053;Arrojado
503;Masculino;Ensino Médio;19.0;Casado;16;PR;Paraná;Sul;Brasil;Pagamentos;Alta;847297;613111;20578;91999;121609;Arrojado
504;Feminino;Graduação;59.0;Solteiro;24;SC;Santa Catarina;Sul;Brasil;Transferências;Baixa;779075;36410;242012;12798;487855;Conservador
505;Feminino;Graduação;40.0;Casado;18;PI;Piauí;Nordeste;Brasil;Pagamentos;Baixa;369492;108258;46432;64480;150322;Conservador
506;Masculino;Pós-graduação;55.0;Viúvo;14;PA;Pará;Norte;Brasil;Investimentos;Baixa;29075;5610;13017;5271;5177;Conservador
507;Masculino;Ensino Médio;41.0;Viúvo;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Alta;307185;303965;2799;103;318;Arrojado
508;Masculino;Ensino Médio;26.0;Casado;14;PA;Pará;Norte;Brasil;Transferências;Moderado;889603;511030;365640;1143;11790;Moderado
509;Masculino;Graduação;65.0;Divorciado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Pagamentos;Baixa;699885;157082;57395;273316;212092;Conservador
510;Feminino;Graduação;59.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Pagamentos;Moderado;139116;118253;12882;1851;6130;Arrojado
511;Masculino;Pós-graduação;18.0;Viúvo;16;PR;Paraná;Sul;Brasil;Transferências;Moderado;437314;84851;19672;201793;130998;Moderado
512;Masculino;Ensino Médio;41.0;Casado;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Moderado;70055;33082;13715;18963;4295;Moderado
513;Feminino;Graduação;69.0;Casado;21;RS;Rio Grande do Sul;Sul;Brasil;Investimentos;Baixa;893483;96415;254762;2246;540060;Conservador
514;Feminino;Ensino Médio;51.0;Solteiro;17;PE;Pernambuco;Nordeste;Brasil;Transferências;Moderado;460852;63699;127989;253735;15429;Moderado
515;Masculino;Ensino Médio;58.0;Viúvo;9;GO;Goiás;Centro-Oeste;Brasil;Transferências;Alta;191488;22514;33740;120637;14597;Arrojado
516;Feminino;Ensino Médio;33.0;Casado;2;AL;Alagoas;Nordeste;Brasil;Transferências;Baixa;473983;180704;117743;2274;173262;Conservador
517;Masculino;Pós-graduação;23.0;Solteiro;27;TO;Tocantins;Norte;Brasil;Transferências;Moderado;731095;709859;3705;11225;6306;Arrojado
518;Feminino;Graduação;48.0;Divorciado;17;PE;Pernambuco;Nordeste;Brasil;Investimentos;Alta;556058;37259;335514;129595;53690;Arrojado
519;Masculino;Ensino Médio;54.0;Divorciado;7;DF;Distrito Federal;Centro-Oeste;Brasil;Investimentos;Baixa;414850;190870;168103;13113;42764;Conservador
520;Feminino;Graduação;24.0;Viúvo;2;AL;Alagoas;Nordeste;Brasil;Transferências;Moderado;954815;596219;65425;167940;125231;Arrojado
521;Feminino;Graduação;56.0;Solteiro;13;MG;Minas Gerais;Sudeste;Brasil;Pagamentos;Baixa;933481;463004;77598;108712;284167;Conservador
522;Feminino;Pós-graduação;23.0;Divorciado;14;PA;Pará;Norte;Brasil;Investimentos;Moderado;866768;277523;153460;316385;119400;Moderado
523;Feminino;Pós-graduação;43.0;Casado;19;RJ;Rio de Janeiro;Sudeste;Brasil;Transferências;Alta;617760;538119;29690;16159;33792;Arrojado
524;Masculino;Ensino Médio;45.0;Divorciado;25;SP;São Paulo;Sudeste;Brasil;Transferências;Moderado;120709;13278;41979;36632;28820;Conservador
525;Masculino;Ensino Médio;48.0;Solteiro;6;CE;Ceará;Nordeste;Brasil;Transferências;Baixa;950809;126162;190910;223273;410464;Conservador
526;Feminino;Pós-graduação;21.0;Solteiro;9;GO;Goiás;Centro-Oeste;Brasil;Investimentos;Baixa;481207;3235;227977;46741;203254;Conservador
527;Feminino;Ensino Médio;53.0;Viúvo;19;RJ;Rio de Janeiro;Sudeste;Brasil;Transferências;Alta;43680;28148;10822;2871;1839;Arrojado
528;Masculino;Graduação;46.0;Divorciado;27;TO;Tocantins;Norte;Brasil;Investimentos;Moderado;603074;433985;65026;46499;57564;Arrojado
529;Feminino;Ensino Médio;36.0;Casado;19;RJ;Rio de Janeiro;Sudeste;Brasil;Transferências;Alta;79896;58523;15377;1902;4094;Arrojado
530;Masculino;Graduação;44.59342915811088;Viúvo;18;PI;Piauí;Nordeste;Brasil;Investimentos;Moderado;604815;209827;109170;229790;56028;Moderado
531;Masculino;Ensino Médio;31.0;Divorciado;25;SP;São Paulo;Sudeste;Brasil;Transferências;Moderado;970804;545244;104946;84089;236525;Moderado
532;Masculino;Ensino Médio;32.0;Divorciado;24;SC;Santa Catarina;Sul;Brasil;Investimentos;Alta;710619;710320;126;101;72;Arrojado
533;Feminino;Graduação;64.0;Viúvo;8;ES;Espírito Santo;Sudeste;Brasil;Investimentos;Baixa;846210;343935;359869;12250;130156;Conservador
534;Masculino;Pós-graduação;22.0;Casado;18;PI;Piauí;Nordeste;Brasil;Pagamentos;Baixa;847829;154389;172185;48969;472286;Conservador
535;Feminino;Pós-graduação;25.0;Divorciado;6;CE;Ceará;Nordeste;Brasil;Transferências;Alta;572113;434788;45019;40619;51687;Arrojado
536;Feminino;Ensino Médio;47.0;Viúvo;13;MG;Minas Gerais;Sudeste;Brasil;Pagamentos;Moderado;50483;11541;7278;17996;13668;Moderado
537;Feminino;Ensino Médio;32.0;Divorciado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Pagamentos;Alta;80238;76656;55;2901;626;Arrojado
